22:04:09:04:28:38.6,Lunatic Woopir - f60d,Striker - 1f4b,우피르_곤봉던지기,755,0,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,176678,1,0,0
22:04:09:04:30:02.8,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,245661,0,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,174334,1,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,176948,1,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,172862,1,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Blaze,61145,0,0,0
22:04:09:04:30:02.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,94577,0,0,0
22:04:09:04:30:03.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,92276,0,0,0
22:04:09:04:30:03.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,173605,1,0,0
22:04:09:04:30:03.9,Frenzied Cicerra,Sharpshooter,엔드_키케라_쇠구슬_길게 내려치기,15454,0,0,0
22:04:09:04:30:03.9,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,91722,0,0,0
22:04:09:04:30:03.9,Sorceress - c4d5,Frenzied Cicerra,Bleed,33500,0,0,0
22:04:09:04:30:03.9,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,94662,0,0,0
22:04:09:04:30:03.9,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,177521,1,0,0
22:04:09:04:30:03.9,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,42546,0,0,0
22:04:09:04:30:03.9,Sorceress - c4d5,Frenzied Cicerra,Blaze,114540,1,0,0
22:04:09:04:30:03.9,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,41766,0,0,0
22:04:09:04:30:04.9,Bard - ba17,Frenzied Cicerra,Sound Shock,36086,0,0,0
22:04:09:04:30:04.9,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,729904,1,0,0
22:04:09:04:30:04.9,Bard - ba17,Frenzied Cicerra,Sound Shock,4402,0,0,0
22:04:09:04:30:04.9,Sorceress - c4d5,Frenzied Cicerra,Bleed,70540,0,0,0
22:04:09:04:30:04.9,Sharpshooter,Frenzied Cicerra,Charged Shot,442984,0,0,0
22:04:09:04:30:04.9,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,717805,1,0,0
22:04:09:04:30:04.9,Bard - ba17,Frenzied Cicerra,Sound Shock,4475,0,0,0
22:04:09:04:30:06.0,Bard - ba17,Frenzied Cicerra,Wind of Music,16024,0,0,0
22:04:09:04:30:06.0,Bard - ba17,Frenzied Cicerra,Sound Shock,4550,0,0,0
22:04:09:04:30:06.0,Sorceress - c4d5,Frenzied Cicerra,Bleed,68917,0,0,0
22:04:09:04:30:06.0,Bard - ba17,Frenzied Cicerra,Wind of Music,23518,0,0,0
22:04:09:04:30:06.0,Bard - ba17,Frenzied Cicerra,Sound Shock,4488,0,0,0
22:04:09:04:30:06.0,Striker - 1f4b,Frenzied Cicerra,Lightning Whisper,186455,0,0,0
22:04:09:04:30:07.0,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,24913,0,0,0
22:04:09:04:30:07.1,Sorceress - c4d5,Frenzied Cicerra,Bleed,68974,0,0,0
22:04:09:04:30:07.1,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,121088,0,0,0
22:04:09:04:30:07.1,Sorceress - c4d5,Frenzied Cicerra,Esoteric Reaction,1899485,1,0,0
22:04:09:04:30:08.1,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,305780,1,0,0
22:04:09:04:30:08.1,Sharpshooter,Frenzied Cicerra,Arrow Wave,437058,1,0,0
22:04:09:04:30:08.1,Sorceress - c4d5,Frenzied Cicerra,Bleed,70602,0,0,0
22:04:09:04:30:08.1,Bard - ba17,Frenzied Cicerra,Bleed,42889,0,0,0
22:04:09:04:30:08.1,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,97835,0,0,0
22:04:09:04:30:08.1,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,180094,0,0,0
22:04:09:04:30:08.2,Sharpshooter,Frenzied Cicerra,Arrow Wave,434751,1,0,0
22:04:09:04:30:08.2,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,54488,1,0,0
22:04:09:04:30:08.2,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,42294,0,0,0
22:04:09:04:30:08.2,Sharpshooter,Frenzied Cicerra,Bleed,37156,0,0,0
22:04:09:04:30:08.2,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,304029,1,0,0
22:04:09:04:30:08.2,Sharpshooter,Frenzied Cicerra,Arrow Wave,432561,1,0,0
22:04:09:04:30:08.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,602010,1,0,0
22:04:09:04:30:08.2,Bard - ba17,Frenzied Cicerra,Sound Shock,39400,0,0,0
22:04:09:04:30:09.2,Bard - ba17,Frenzied Cicerra,Bleed,42642,0,0,0
22:04:09:04:30:09.2,Bard - ba17,Frenzied Cicerra,Sound Shock,9620,1,0,0
22:04:09:04:30:09.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,98002,0,1,0
22:04:09:04:30:09.2,Bard - ba17,Frenzied Cicerra,Sound Shock,4515,0,0,0
22:04:09:04:30:09.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,98692,0,1,0
22:04:09:04:30:09.2,Sorceress - c4d5,Frenzied Cicerra,Bleed,70021,0,0,0
22:04:09:04:30:09.2,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,53625,0,0,0
22:04:09:04:30:09.2,Sharpshooter,Frenzied Cicerra,Bleed,74753,0,0,0
22:04:09:04:30:09.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,98048,0,1,0
22:04:09:04:30:09.3,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,55394,1,0,0
22:04:09:04:30:09.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,196194,1,1,0
22:04:09:04:30:09.3,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,1010253,1,0,0
22:04:09:04:30:09.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,99166,0,1,0
22:04:09:04:30:09.3,Bard - ba17,Frenzied Cicerra,Sonic Vibration,48160,0,0,0
22:04:09:04:30:09.3,Bard - ba17,Frenzied Cicerra,Sound Shock,4383,0,0,0
22:04:09:04:30:09.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,92515,1,0,0
22:04:09:04:30:09.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,97342,0,1,0
22:04:09:04:30:10.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,48823,0,0,0
22:04:09:04:30:10.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,52255,0,0,0
22:04:09:04:30:10.3,Sorceress - c4d5,Frenzied Cicerra,Bleed,58630,0,0,0
22:04:09:04:30:10.3,Bard - ba17,Frenzied Cicerra,Bleed,35786,0,0,0
22:04:09:04:30:10.3,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,63714,0,0,0
22:04:09:04:30:10.3,Sharpshooter,Frenzied Cicerra,Bleed,59485,0,0,0
22:04:09:04:30:11.3,Bard - ba17,Frenzied Cicerra,Bleed,33870,0,0,0
22:04:09:04:30:11.3,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,113484,0,0,0
22:04:09:04:30:11.3,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,43072,1,0,0
22:04:09:04:30:11.4,Sharpshooter,Frenzied Cicerra,Bleed,57555,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Storm Dragon Awakening,13394,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Storm Dragon Awakening,13390,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,132960,1,0,0
22:04:09:04:30:12.4,Bard - ba17,Frenzied Cicerra,Bleed,33805,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,55686,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Storm Dragon Awakening,26348,0,0,0
22:04:09:04:30:12.4,Bard - ba17,Frenzied Cicerra,Prelude of Storm,53237,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,67488,0,0,0
22:04:09:04:30:12.4,Bard - ba17,Frenzied Cicerra,Prelude of Storm,49562,1,0,0
22:04:09:04:30:12.4,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,19760,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Storm Dragon Awakening,26888,0,0,0
22:04:09:04:30:12.4,Striker - 1f4b,Frenzied Cicerra,Storm Dragon Awakening,101391,1,0,0
22:04:09:04:30:13.5,Bard - ba17,Frenzied Cicerra,Bleed,31379,0,0,0
22:04:09:04:30:13.5,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,52650,0,0,0
22:04:09:04:30:13.5,Bard - ba17,Frenzied Cicerra,Prelude of Storm,20502,0,0,0
22:04:09:04:30:13.5,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,39147,1,1,0
22:04:09:04:30:13.5,Bard - ba17,Frenzied Cicerra,Soundholic,150209,1,0,0
22:04:09:04:30:14.5,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,24186,0,0,1
22:04:09:04:30:14.5,Bard - ba17,Frenzied Cicerra,Soundholic,68575,0,0,0
22:04:09:04:30:14.5,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,18795,0,0,0
22:04:09:04:30:14.5,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,87030,0,0,0
22:04:09:04:30:14.5,Bard - ba17,Frenzied Cicerra,Prelude of Storm,20685,0,0,0
22:04:09:04:30:14.5,Bard - ba17,Frenzied Cicerra,Soundholic,76869,0,0,0
22:04:09:04:30:14.5,Bard - ba17,Frenzied Cicerra,Soundholic,79109,0,0,0
22:04:09:04:30:14.5,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,90614,0,0,0
22:04:09:04:30:14.5,Bard - ba17,Frenzied Cicerra,Soundholic,82199,0,0,0
22:04:09:04:30:15.6,Bard - ba17,Frenzied Cicerra,Soundholic,89868,0,0,0
22:04:09:04:30:15.6,Bard - ba17,Frenzied Cicerra,Bleed,73566,0,0,0
22:04:09:04:30:15.6,Bard - ba17,Frenzied Cicerra,Soundholic,224665,1,1,0
22:04:09:04:30:15.6,Bard - ba17,Frenzied Cicerra,Bleed,32580,0,0,0
22:04:09:04:30:15.6,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,18252,0,0,0
22:04:09:04:30:16.6,Bard - ba17,Frenzied Cicerra,Sound Shock,25483,0,0,0
22:04:09:04:30:16.6,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Lightning Tiger Strike,650836,0,0,0
22:04:09:04:30:16.6,Bard - ba17,Frenzied Cicerra,Sound Shock,3016,0,0,0
22:04:09:04:30:16.6,Bard - ba17,Frenzied Cicerra,Bleed,29239,0,0,0
22:04:09:04:30:16.6,23B8768A,Frenzied Cicerra,에고 하프 기본 공격,16491,0,0,0
22:04:09:04:30:16.6,Bard - ba17,Frenzied Cicerra,Sound Shock,2997,0,0,0
22:04:09:04:30:17.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,17812,0,1,0
22:04:09:04:30:17.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,13923,0,1,0
22:04:09:04:30:17.7,Bard - ba17,Frenzied Cicerra,Sound Shock,2989,0,0,0
22:04:09:04:30:17.7,Bard - ba17,Frenzied Cicerra,Bleed,28407,0,0,0
22:04:09:04:30:17.7,Bard - ba17,Frenzied Cicerra,Sound Shock,3072,0,0,0
22:04:09:04:30:17.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,390921,1,1,0
22:04:09:04:30:18.7,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,125005,1,0,0
22:04:09:04:30:18.7,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,128610,1,0,0
22:04:09:04:30:18.7,Bard - ba17,Frenzied Cicerra,Bleed,30026,0,0,0
22:04:09:04:30:18.7,Bard - ba17,Frenzied Cicerra,Heavenly Tune,39805,0,1,0
22:04:09:04:30:18.7,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,125323,1,0,0
22:04:09:04:30:18.7,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,128629,1,0,0
22:04:09:04:30:18.7,Sharpshooter,Frenzied Cicerra,Wings of Storm,28996,0,0,0
22:04:09:04:30:18.7,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,79888,0,0,0
22:04:09:04:30:18.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,148786,1,0,0
22:04:09:04:30:18.8,Sharpshooter,Frenzied Cicerra,Wings of Storm,100017,1,0,0
22:04:09:04:30:18.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,78057,0,0,0
22:04:09:04:30:19.8,Bard - ba17,Frenzied Cicerra,Wind of Music,13317,0,1,0
22:04:09:04:30:19.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,147851,1,0,0
22:04:09:04:30:19.8,Sharpshooter,Frenzied Cicerra,Wings of Storm,56459,0,0,0
22:04:09:04:30:19.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,147921,1,0,0
22:04:09:04:30:19.8,Bard - ba17,Frenzied Cicerra,Wind of Music,20530,0,1,0
22:04:09:04:30:19.8,Sorceress - c4d5,Frenzied Cicerra,Rime Arrow,153470,1,0,0
22:04:09:04:30:19.8,Bard - ba17,Frenzied Cicerra,Bleed,34655,0,0,0
22:04:09:04:30:19.8,Sorceress - c4d5,Frenzied Cicerra,Reverse Gravity,148580,0,0,0
22:04:09:04:30:19.8,Striker - 1f4b,Frenzied Cicerra,Ultimate Skill: Nova Blast,807813,0,0,0
22:04:09:04:30:20.8,Striker - 1f4b,Frenzied Cicerra,Ultimate Skill: Nova Blast,366762,0,0,0
22:04:09:04:30:20.8,Sharpshooter,Frenzied Cicerra,Last Rush,367529,0,0,0
22:04:09:04:30:20.8,Bard - ba17,Frenzied Cicerra,Bleed,31242,0,0,0
22:04:09:04:30:20.8,Striker - 1f4b,Frenzied Cicerra,Ultimate Skill: Nova Blast,370386,0,0,0
22:04:09:04:30:21.9,Sorceress - c4d5,Frenzied Cicerra,Reverse Gravity,304733,0,0,0
22:04:09:04:30:21.9,Striker - 1f4b,Frenzied Cicerra,Ultimate Skill: Nova Blast,997225,0,0,0
22:04:09:04:30:21.9,Bard - ba17,Frenzied Cicerra,Bleed,73923,0,0,0
22:04:09:04:30:21.9,Frenzied Cicerra,Bard - ba17,엔드_키케라_자학버프v2,0,0,0,0
22:04:09:04:30:21.9,Frenzied Cicerra,Sharpshooter,엔드_키케라_자학버프v2,0,0,0,0
22:04:09:04:30:22.9,Sharpshooter,Frenzied Cicerra,Snipe,932911,0,0,0
22:04:09:04:30:23.0,Bard - ba17,Frenzied Cicerra,Symphonia,668370,0,0,0
22:04:09:04:30:23.0,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,17943,0,0,0
22:04:09:04:30:24.0,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,152914,1,0,0
22:04:09:04:30:24.0,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,15380,0,0,0
22:04:09:04:30:24.0,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,150673,1,0,0
22:04:09:04:30:24.0,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,150659,1,0,0
22:04:09:04:30:24.0,Bard - ba17,Frenzied Cicerra,Bleed,34566,0,0,0
22:04:09:04:30:24.1,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,21233,0,0,0
22:04:09:04:30:24.1,Bard - ba17,Frenzied Cicerra,Sound Shock,31586,0,0,0
22:04:09:04:30:24.1,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,81882,0,0,0
22:04:09:04:30:25.1,Bard - ba17,Frenzied Cicerra,Sound Shock,3578,0,0,0
22:04:09:04:30:25.1,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,19912,0,0,0
22:04:09:04:30:25.1,Striker - 1f4b,Frenzied Cicerra,Lightning Whisper,144388,0,0,0
22:04:09:04:30:25.1,Bard - ba17,Frenzied Cicerra,Sound Shock,3537,0,0,0
22:04:09:04:30:25.1,Bard - ba17,Frenzied Cicerra,Prelude of Storm,129995,1,1,0
22:04:09:04:30:25.1,Sorceress - c4d5,Frenzied Cicerra,Seraphic Hail,182996,1,0,0
22:04:09:04:30:25.1,Bard - ba17,Frenzied Cicerra,Prelude of Storm,52284,1,1,0
22:04:09:04:30:25.1,Sharpshooter,Frenzied Cicerra,Charged Shot,476928,0,0,0
22:04:09:04:30:25.1,Bard - ba17,Frenzied Cicerra,Sound Shock,3647,0,0,0
22:04:09:04:30:26.2,Bard - ba17,Frenzied Cicerra,Bleed,80778,0,0,0
22:04:09:04:30:26.2,Bard - ba17,Frenzied Cicerra,Sound Shock,8167,1,0,0
22:04:09:04:30:26.2,Bard - ba17,Frenzied Cicerra,Prelude of Storm,21982,0,0,0
22:04:09:04:30:26.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,71810,1,0,0
22:04:09:04:30:26.2,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,19686,0,0,0
22:04:09:04:30:26.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,76109,1,0,0
22:04:09:04:30:26.2,Bard - ba17,Frenzied Cicerra,Sonic Vibration,88255,1,0,0
22:04:09:04:30:26.2,Sorceress - c4d5,Frenzied Cicerra,Esoteric Reaction,1451319,1,0,0
22:04:09:04:30:26.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,40766,0,0,0
22:04:09:04:30:27.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,85957,1,0,0
22:04:09:04:30:27.2,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,90562,1,0,0
22:04:09:04:30:27.2,Bard - ba17,Frenzied Cicerra,Prelude of Storm,21519,0,0,0
22:04:09:04:30:27.3,Bard - ba17,Frenzied Cicerra,Bleed,33895,0,0,0
22:04:09:04:30:27.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,47226,0,0,0
22:04:09:04:30:27.3,Bard - ba17,Frenzied Cicerra,Sonic Vibration,93480,0,0,0
22:04:09:04:30:27.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,49700,0,0,0
22:04:09:04:30:27.3,Bard - ba17,Frenzied Cicerra,Sonic Vibration,14050,0,0,0
22:04:09:04:30:27.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,103272,1,0,0
22:04:09:04:30:27.3,Sharpshooter,Frenzied Cicerra,Blade Storm,139432,1,0,0
22:04:09:04:30:28.3,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,20306,0,0,0
22:04:09:04:30:28.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,108128,1,0,0
22:04:09:04:30:28.3,Sharpshooter,Frenzied Cicerra,Blade Storm,69615,0,0,0
22:04:09:04:30:28.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,109272,1,0,0
22:04:09:04:30:28.3,Bard - ba17,Frenzied Cicerra,Sonic Vibration,14572,0,0,0
22:04:09:04:30:28.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,54872,0,0,0
22:04:09:04:30:28.3,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,110094,1,0,0
22:04:09:04:30:28.3,Sharpshooter,Frenzied Cicerra,Blade Storm,70464,0,0,0
22:04:09:04:30:28.4,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,110066,1,0,0
22:04:09:04:30:28.4,Bard - ba17,Frenzied Cicerra,Bleed,35341,0,0,0
22:04:09:04:30:29.4,Sharpshooter,Frenzied Cicerra,Blade Storm,101296,1,0,0
22:04:09:04:30:29.4,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,196541,1,0,0
22:04:09:04:30:29.4,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Call the Wind God,54942,0,0,0
22:04:09:04:30:29.4,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,194768,1,0,0
22:04:09:04:30:29.4,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Blast Formation,205633,1,1,0
22:04:09:04:30:29.4,Sharpshooter,Frenzied Cicerra,Blade Storm,43485,0,0,0
22:04:09:04:30:29.4,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,20139,0,0,0
22:04:09:04:30:29.4,Bard - ba17,Frenzied Cicerra,Sonic Vibration,32153,1,0,0
22:04:09:04:30:29.4,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,194965,1,0,0
22:04:09:04:30:29.4,Sharpshooter,Frenzied Cicerra,Blade Storm,149614,1,0,0
22:04:09:04:30:29.4,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,7575,0,0,0
22:04:09:04:30:30.5,Bard - ba17,Frenzied Cicerra,Bleed,80128,0,0,0
22:04:09:04:30:30.5,Bard - ba17,Frenzied Cicerra,Sonic Vibration,14456,0,0,0
22:04:09:04:30:30.5,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,15414,0,0,0
22:04:09:04:30:30.5,Sorceress - c4d5,Frenzied Cicerra,Frost's Call,640169,1,0,0
22:04:09:04:30:30.5,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,19067,0,0,0
22:04:09:04:30:31.5,Sharpshooter,Frenzied Cicerra,Moving Slash,64391,1,0,0
22:04:09:04:30:31.5,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,78533,1,1,0
22:04:09:04:30:31.5,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,39932,0,1,0
22:04:09:04:30:31.5,Sorceress - c4d5,Frenzied Cicerra,Blaze,322439,1,0,0
22:04:09:04:30:31.6,Bard - ba17,Frenzied Cicerra,Bleed,29057,0,0,0
22:04:09:04:30:31.6,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,659524,1,1,0
22:04:09:04:30:31.6,Striker - 1f4b,Frenzied Cicerra,Esoteric Skill: Tiger Emerges,655516,1,1,0
22:04:09:04:30:31.6,Sharpshooter,Frenzied Cicerra,Atomic Arrow,18728,1,0,0
22:04:09:04:30:32.6,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,17215,0,0,0
22:04:09:04:30:32.6,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,8853,0,0,0
22:04:09:04:30:32.6,Sorceress - c4d5,Frenzied Cicerra,Bleed,47900,0,0,0
22:04:09:04:30:32.6,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,18103,0,1,0
22:04:09:04:30:32.6,Sorceress - c4d5,Frenzied Cicerra,Blaze,84253,1,0,0
22:04:09:04:30:32.6,Sharpshooter,Frenzied Cicerra,Deadly Slash,44444,1,0,0
22:04:09:04:30:32.6,Bard - ba17,Frenzied Cicerra,Wind of Music,25451,1,0,0
22:04:09:04:30:32.6,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,6583,0,0,0
22:04:09:04:30:32.6,Bard - ba17,Frenzied Cicerra,Bleed,30028,0,0,0
22:04:09:04:30:32.6,Striker - 1f4b,Frenzied Cicerra,Sky Shattering Blow,40520,1,1,0
22:04:09:04:30:32.6,Sharpshooter,Frenzied Cicerra,Deadly Slash,22403,0,0,0
22:04:09:04:30:32.6,Bard - ba17,Frenzied Cicerra,Wind of Music,16717,0,0,0
22:04:09:04:30:33.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,18951,0,1,0
22:04:09:04:30:33.7,Sorceress - c4d5,Frenzied Cicerra,Bleed,47663,0,0,0
22:04:09:04:30:33.7,Sharpshooter,Frenzied Cicerra,Deadly Slash,8545,0,0,0
22:04:09:04:30:33.7,Sorceress - c4d5,Frenzied Cicerra,Blaze,85501,1,0,0
22:04:09:04:30:33.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,14535,0,1,0
22:04:09:04:30:33.7,23BAA1CA,Frenzied Cicerra,에고 하프 기본 공격,39065,1,0,0
22:04:09:04:30:33.7,Sharpshooter,Frenzied Cicerra,Arrow Wave,143271,0,0,0
22:04:09:04:30:33.7,Striker - 1f4b,Frenzied Cicerra,Moon Flash Kick,183986,0,0,0
22:04:09:04:30:34.7,Bard - ba17,Frenzied Cicerra,Bleed,30170,0,0,0
22:04:09:04:30:34.7,Striker - 1f4b,Frenzied Cicerra,[스트라이커][오의 : 폭쇄진][2티어][6번] 화상 디버프,6606,0,0,0
22:04:09:04:30:34.7,Sorceress - c4d5,Frenzied Cicerra,Bleed,47130,0,0,0
22:04:09:04:30:34.7,Sharpshooter,Frenzied Cicerra,Deadly Slash,17104,0,0,0
22:04:09:04:30:34.7,Sorceress - c4d5,Frenzied Cicerra,Blaze,45681,0,0,0
22:04:09:04:30:34.7,Sharpshooter,Frenzied Cicerra,Bleed,24775,0,0,0
22:04:09:04:30:34.7,Sharpshooter,Frenzied Cicerra,Atomic Arrow,196188,1,0,0
22:04:09:04:30:34.7,Bard - ba17,Frenzied Cicerra,Bleed,69569,0,0,0
22:04:09:04:30:34.7,Sorceress - c4d5,Frenzied Cicerra,Bleed,48161,0,0,0
22:04:09:04:30:34.7,Sharpshooter,Frenzied Cicerra,Deadly Slash,8545,0,0,0
22:04:09:04:30:35.7,Sorceress - c4d5,Frenzied Cicerra,Blaze,87336,1,0,0
22:04:09:04:30:35.8,Sharpshooter,Frenzied Cicerra,Bleed,23755,0,0,0
22:04:09:04:30:35.8,Bard - ba17,Frenzied Cicerra,Bleed,29618,0,0,0
22:04:09:04:30:35.8,Sorceress - c4d5,Frenzied Cicerra,Bleed,46320,0,0,0
22:04:09:04:30:35.8,Sharpshooter,Frenzied Cicerra,Deadly Slash,16405,0,0,0
22:04:09:04:30:36.8,Bard - ba17,Frenzied Cicerra,Heavenly Tune,37443,0,0,0
22:04:09:04:30:36.8,Sharpshooter,Frenzied Cicerra,Bleed,29112,0,0,0
22:04:09:04:30:36.8,Bard - ba17,Frenzied Cicerra,Bleed,80294,0,0,0
22:04:09:04:30:36.8,Sorceress - c4d5,Frenzied Cicerra,Bleed,56200,0,0,0
